"","text","created","isRetweet","longitude","latitude"
"1","#cruz me baby @ Ted's Montana Grill https://t.co/PmEbxtK7LY","2016-03-05 05:14:25",FALSE,-81.7379074,30.1935005
"2","RT @TheHappyCampah: Ted Cruz this is why America needs to VOTE out all elected officials! Fast trac Nat gas 2 Ukraine!! Private lining up!!…","2016-03-05 05:02:43",TRUE,NA,NA
"3","@beccamoe this buddy has little Ted Cruz wads all over its face #relevant #political… https://t.co/C2E4IV2Jgm","2016-03-05 03:04:50",FALSE,-73.9927063,40.7554092
"4","Broward County voter challenges citizenship of Marco Rubio, Ted Cruz: NBC6 https://t.co/d1oFARIBVW","2016-03-05 02:44:07",FALSE,-80.19240081,25.78111669
"5","ted cruz (@ Pelican Park in Mandeville, LA) https://t.co/oXMiXrVqaw","2016-03-05 01:27:40",FALSE,-90.02350688,30.35352753
"6","Then, I remind myself that they're probably Ted Cruz/#Drumpf supporters and therefore reject all logic for their fantasy.","2016-03-04 23:50:15",FALSE,-122.58974781,45.64695361
"7","It was a great privilege to meet Ted Cruz's wife Hedi Cruz this evening in Wake Forest! @ Wake… https://t.co/Qa7DgtV0ok","2016-03-04 23:45:00",FALSE,-78.5188,35.9733
"8","RT @paulfuhlir: ""@Slate: Lol :( Caitlyn Jenner wants to be Ted Cruz's ""trans ambassador"": https://t.co/slyZZPEZN0 https://t.co/o4uoAebOaj"".…","2016-03-04 23:32:16",TRUE,NA,NA
"9","Ted Cruz at CPAC. No insults. No name calling. True patriot. Crowd loved him. #NoTrump","2016-03-04 21:59:33",FALSE,-90.55768056,41.4828754
"10","Senator Ted Cruz working the crowd at cpac. His cred among conservatives and libertarians has… https://t.co/1q2rHc3Jh6","2016-03-04 21:51:58",FALSE,-77.01717262,38.78193145
"11","Ted Cruz is on fire right now at CPAC!!!","2016-03-04 21:48:45",FALSE,-86.45531,35.81804
"12","Those gullible ppl Ted Cruz standing b4 telling them he won't represent Wall St., large Corps won't get tax breaks, won't offshore jobs BS!","2016-03-04 21:47:15",FALSE,-122.2712374,37.8427155
"13","Ted Cruz ""America will stand unapologetically with Israel"". #NOTRUMP2016","2016-03-04 21:45:07",FALSE,-90.55768952,41.48289064
"14","""I will not compromise your religious liberty and I will not compromise you right to keep and bear arms"". Ted Cruz,at CPAC.","2016-03-04 21:43:24",FALSE,-90.55776724,41.48289796
"15","Ted Cruz killing it at CPAC. Where is Trump????? # NoTrump2016","2016-03-04 21:40:58",FALSE,-90.55776724,41.48289796
"16","RT @jsipe2005: Cruz Presidential &amp; Trump Fip-Flopper https://t.co/nwjJDf5VWw","2016-03-04 20:47:00",TRUE,NA,NA
"17","RT @jsipe2005: Cruz Presidential &amp; Trump Fip-Flopper https://t.co/nwjJDf5VWw","2016-03-04 20:44:47",TRUE,NA,NA
"18","RT @Baldorf: The GOP needs a Trump slayer. Ted Cruz is their man. https://t.co/N532t9GVHA #UniteOrDie","2016-03-04 20:30:05",TRUE,NA,NA
"19","Ted Cruz was the biggest supporter of Justice Roberts. ""Says it all"" https://t.co/Gf9FV6xZnG","2016-03-04 20:21:44",FALSE,-119.803255,39.5008847
"20","@aaronmoreland01 @Jake10115 here's a vine of Ted Cruz realizing he's Kevin from the office https://t.co/UwVzelSVhW”","2016-03-04 19:51:03",FALSE,-101.94634144,33.52126507
"21","""@Slate: Lol :( Caitlyn Jenner wants to be Ted Cruz's ""trans ambassador"": https://t.co/slyZZPEZN0 https://t.co/o4uoAebOaj"".  For real??!!!","2016-03-04 19:48:42",FALSE,-118.399516,33.9417046
"22","Ted Cruz Ain't Skeered https://t.co/A1e96zuDue","2016-03-04 19:36:36",FALSE,-96.61699677,33.08710098
"23","@Sen Ted Cruz people who vote for you are the most uneducated,uninformed buffoons in this country especially in the South. You're a LIAR","2016-03-04 19:17:48",FALSE,-111.0024165,43.15850049
"24","@sen Ted Cruz u and Rubio say your going to fight for the working class. Both of you have a voting record. Both of you are world class LIARS","2016-03-04 19:07:33",FALSE,-111.00240749,43.15850424
"25","Ted Cruz pulls ahead of Donald Trump in new national poll - https://t.co/dgAOkfipAg - https://t.co/GdzFGScyHK","2016-03-04 18:19:35",FALSE,-87.8609591,42.7361029
"26","RT @Elvisfan1976: https://t.co/Mcxvp8JbIQ Ted Cruz is not a southern Baptist he's a #FreeMason","2016-03-04 17:49:00",TRUE,NA,NA
"27","broward Judge dismisses case challenging eligibility of Ted Cruz and Marco Rubio. says plaintiff had no standing https://t.co/es7aiSSg3e","2016-03-04 17:38:07",FALSE,-80.19240081,25.78111669
